ID_Cliente,Cancelado,Genero,Adulto_Mayor,En_Pareja,Personas_a_Cargo,Meses_Permanencia,Servicio_Telefonico,Multiples_Lineas,Tipo_Internet,Seguridad_Online,Respaldo_Nube,Proteccion_Dispositivo,Soporte_Tecnico,TV_Streaming,Peliculas_Streaming,Tipo_Contrato,Factura_Digital,Metodo_Pago,Cargo_Mensual,Cargo_Total,cuentas_diarias
5067-WJEUN,0,Male,0,1,1,67,1,0,DSL,Yes,Yes,0,0,0,0,Two year,1,Bank transfer (automatic),54.2,3838.2,70.81549815498154
5067-XJQFU,0,Male,1,1,1,66,1,1,Fiber optic,No,Yes,1,1,1,1,One year,1,Electronic check,108.45,7076.35,65.2498847395113
5071-FBJFS,0,Female,0,1,1,4,1,0,DSL,Yes,No,0,0,0,0,Month-to-month,0,Electronic check,50.3,217.1,4.31610337972167
5073-RZGBK,0,Female,0,1,1,50,1,1,DSL,Yes,Yes,1,1,0,1,One year,1,Bank transfer (automatic),80.05,4042.2,50.49594003747658
5073-WXOYN,1,Female,0,0,0,60,0,0,DSL,No,Yes,0,0,1,1,Month-to-month,1,Electronic check,50.8,3027.4,59.594488188976385
5074-FBGHB,0,Male,0,0,0,64,1,1,Fiber optic,No,No,1,1,1,1,One year,1,Credit card (automatic),104.65,6889.8,65.83659818442428
5075-JSDKI,0,Female,0,0,0,59,1,1,No,No,No,0,0,0,0,Two year,0,Electronic check,24.45,1493.1,61.06748466257668
5076-YVXCM,0,Male,0,0,0,51,1,1,Fiber optic,No,No,0,0,0,1,Month-to-month,0,Bank transfer (automatic),83.4,4149.45,49.75359712230215
5077-DXTCG,1,Female,0,0,0,1,1,0,DSL,No,No,0,0,0,0,Month-to-month,1,Electronic check,45.3,45.3,1.0
5081-NWSUP,0,Female,0,0,0,10,1,0,DSL,No,Yes,0,1,0,1,One year,0,Mailed check,64.9,685.55,10.56317411402157
5083-QPLHM,0,Male,0,1,1,14,1,0,DSL,Yes,Yes,0,0,1,0,Month-to-month,1,Electronic check,65.45,937.6,14.325439266615737
5084-OOVCJ,0,Female,0,1,1,17,1,0,DSL,Yes,No,0,1,0,0,Month-to-month,1,Credit card (automatic),55.35,920.5,16.630532971996388
5087-SUURX,1,Female,0,1,0,18,0,0,DSL,No,No,1,0,1,0,Month-to-month,1,Electronic check,39.05,669.85,17.153649167733676
5088-QZLRL,0,Male,0,0,0,1,1,0,No,No,No,0,0,0,0,Month-to-month,0,Electronic check,20.65,20.65,1.0
5089-IFSDP,1,Female,0,1,0,58,1,1,Fiber optic,Yes,Yes,1,0,1,1,Two year,1,Bank transfer (automatic),109.45,6144.55,56.14024668798538
5090-EMGTC,0,Female,0,1,0,59,1,0,Fiber optic,No,Yes,0,1,1,1,Two year,1,Mailed check,100.05,6034.85,60.31834082958521
5091-HFAZW,0,Female,0,0,0,2,1,0,Fiber optic,Yes,Yes,0,0,1,0,Month-to-month,1,Electronic check,91.15,168.5,1.8486012068019746
5092-STPKP,0,Female,0,0,0,24,1,0,DSL,Yes,No,0,1,0,0,Month-to-month,0,Credit card (automatic),56.35,1381.2,24.51109139307897
5093-FEGLU,0,Female,0,1,0,47,1,0,No,No,No,0,0,0,0,Two year,0,Bank transfer (automatic),19.65,921.55,46.89821882951654
5095-AESKG,1,Female,0,1,0,3,1,1,Fiber optic,No,Yes,0,0,0,1,Month-to-month,1,Credit card (automatic),91.5,242.95,2.655191256830601
5095-ETBRJ,0,Female,0,1,0,55,1,0,DSL,Yes,Yes,0,1,0,0,Two year,0,Mailed check,56.8,3112.05,54.78961267605634
5099-BAILX,1,Male,1,1,1,43,1,1,Fiber optic,No,Yes,1,1,1,1,Month-to-month,1,Bank transfer (automatic),110.75,4687.9,42.32866817155756
5103-MHMHY,1,Female,0,0,1,1,1,0,DSL,No,No,0,0,0,0,Month-to-month,0,Mailed check,45.95,45.95,1.0
5108-ADXWO,1,Male,0,0,0,11,1,0,Fiber optic,Yes,No,0,0,0,0,Month-to-month,1,Electronic check,73.5,791.75,10.772108843537415
5110-CHOPY,0,Female,0,0,0,60,0,0,DSL,Yes,No,1,0,1,1,Two year,0,Electronic check,53.6,3237.05,60.39272388059702
5115-GZDEL,0,Male,0,0,1,72,0,0,DSL,Yes,Yes,1,1,1,1,Two year,0,Credit card (automatic),67.2,4671.7,69.51934523809523
5115-SQAAU,0,Female,0,1,1,69,1,1,No,No,No,0,0,0,0,Two year,1,Bank transfer (automatic),25.6,1673.4,65.3671875
5117-IFGPS,0,Male,1,1,0,29,1,1,Fiber optic,No,No,0,0,0,1,Month-to-month,1,Electronic check,84.3,2357.75,27.968564650059314
5117-ZSMHQ,0,Female,0,1,1,71,1,1,DSL,Yes,Yes,1,1,1,1,Two year,0,Bank transfer (automatic),89.9,6342.7,70.5528364849833
5118-MUEYH,0,Female,0,1,0,48,1,1,Fiber optic,No,Yes,0,1,1,1,Month-to-month,1,Credit card (automatic),105.1,5083.55,48.368696479543296
5119-KEPFY,0,Male,0,1,0,36,1,1,Fiber optic,No,No,0,0,1,1,Month-to-month,1,Bank transfer (automatic),95.0,3440.25,36.213157894736845
5119-NZPTV,0,Male,1,1,0,2,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,0,Electronic check,70.1,141.65,2.0206847360912983
5120-ZBLAI,0,Female,0,1,0,50,1,1,DSL,No,No,1,0,1,1,One year,0,Bank transfer (automatic),75.7,3876.2,51.20475561426684
5122-CYFXA,0,Female,0,0,0,3,1,0,DSL,No,Yes,0,1,1,1,Month-to-month,1,Electronic check,75.3,244.1,3.2416998671978754
5124-EOGYE,0,Male,0,0,0,31,1,0,No,No,No,0,0,0,0,Two year,0,Mailed check,20.45,638.55,31.22493887530562
5125-CNDSP,0,Male,0,0,1,63,0,0,DSL,Yes,Yes,0,1,0,0,One year,1,Bank transfer (automatic),40.6,2588.95,63.76724137931034
5126-RCXYW,0,Male,0,1,1,54,0,0,DSL,No,No,1,1,0,1,Two year,0,Credit card (automatic),46.0,2424.05,52.696739130434786
5127-BZENZ,0,Female,0,1,1,56,1,1,DSL,Yes,No,0,0,1,0,One year,0,Bank transfer (automatic),65.2,3512.15,53.86733128834356
5129-HHMZC,0,Female,0,1,0,43,1,1,DSL,Yes,Yes,0,1,1,1,Two year,0,Credit card (automatic),86.45,3574.5,41.3475997686524
5129-JLPIS,0,Male,0,0,0,25,1,0,Fiber optic,Yes,No,1,1,1,1,Month-to-month,1,Electronic check,105.5,2686.05,25.46018957345972
5130-IEKQT,1,Male,1,0,0,25,1,1,Fiber optic,No,Yes,1,0,1,1,Month-to-month,0,Mailed check,105.95,2655.25,25.061349693251532
5130-YPIRV,0,Female,0,1,0,62,1,0,DSL,Yes,Yes,1,0,1,0,Two year,1,Credit card (automatic),72.0,4284.2,59.50277777777777
5131-PONJI,0,Male,0,1,1,49,1,0,Fiber optic,No,Yes,1,0,1,0,Month-to-month,1,Credit card (automatic),90.4,4494.65,49.71957964601769
5133-POWUA,0,Male,0,0,0,1,1,0,DSL,No,No,0,0,0,0,Month-to-month,1,Mailed check,45.8,45.8,1.0
5133-VRSAB,0,Male,0,0,0,8,0,0,DSL,Yes,No,0,0,0,0,Month-to-month,0,Mailed check,29.35,216.45,7.374787052810902
5134-IKDAY,1,Female,0,1,1,1,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Electronic check,69.8,69.8,1.0
5134-RCXTN,0,Female,1,1,0,50,1,1,No,No,No,0,0,0,0,One year,0,Electronic check,25.2,1306.3,51.83730158730159
5135-GRQJV,0,Male,1,1,0,72,1,1,Fiber optic,Yes,Yes,1,1,1,1,Two year,1,Mailed check,114.5,8331.95,72.76812227074237
5135-RDDQL,0,Female,0,1,1,63,1,0,DSL,Yes,No,0,0,0,0,Two year,1,Bank transfer (automatic),50.65,3221.25,63.59822309970385
5136-GFPMB,0,Male,0,0,0,54,1,1,Fiber optic,No,No,1,0,0,1,Month-to-month,0,Credit card (automatic),89.4,4869.5,54.46868008948545
5136-KCKGI,1,Female,0,1,1,33,1,1,Fiber optic,Yes,No,1,0,1,1,One year,1,Mailed check,103.7,3467.0,33.43297974927676
5136-RGMZO,0,Male,0,0,0,31,1,1,DSL,No,Yes,0,1,1,0,Month-to-month,1,Electronic check,71.05,2168.15,30.51583391977481
5138-WVKYJ,1,Male,0,0,0,10,1,1,Fiber optic,Yes,No,0,0,1,1,Month-to-month,0,Electronic check,98.55,1008.55,10.233891425672248
5140-FOMCQ,0,Female,0,1,0,59,1,1,Fiber optic,Yes,Yes,1,0,1,1,One year,1,Credit card (automatic),109.15,6557.75,60.08016491067338
5141-ZUVBH,0,Female,0,0,1,9,1,0,Fiber optic,Yes,No,1,1,0,1,Month-to-month,0,Bank transfer (automatic),93.0,870.25,9.35752688172043
5143-EGQFK,1,Female,1,0,0,10,0,0,DSL,No,No,0,1,0,0,Month-to-month,1,Electronic check,29.65,291.4,9.827993254637436
5143-WMWOG,1,Male,0,0,0,1,1,0,No,No,No,0,0,0,0,Month-to-month,0,Electronic check,19.95,19.95,1.0
5144-PQCDZ,0,Male,0,0,0,4,1,0,No,No,No,0,0,0,0,Month-to-month,1,Mailed check,19.95,59.25,2.9699248120300754
5144-TVGLP,0,Male,1,0,0,38,1,1,Fiber optic,No,No,0,0,1,1,Month-to-month,0,Electronic check,94.75,3653.0,38.554089709762536
5146-CBVOE,0,Female,0,0,0,16,1,0,Fiber optic,No,Yes,0,0,0,0,Month-to-month,0,Bank transfer (automatic),75.1,1212.85,16.149800266311583
5146-YYFRZ,0,Male,0,0,0,67,1,0,No,No,No,0,0,0,0,Two year,0,Bank transfer (automatic),19.95,1311.75,65.75187969924812
5148-HKFIR,0,Female,0,0,0,20,1,0,No,No,No,0,0,0,0,Two year,0,Mailed check,19.7,406.95,20.65736040609137
5148-ORICT,0,Female,0,1,0,64,1,0,DSL,Yes,Yes,1,1,0,1,Two year,1,Mailed check,74.35,4759.55,64.01546738399463
5149-CUZUJ,0,Male,0,1,1,28,1,0,Fiber optic,No,Yes,1,1,1,0,One year,0,Bank transfer (automatic),92.9,2768.35,29.799246501614636
5149-QYTTU,0,Female,0,1,1,71,1,1,Fiber optic,Yes,Yes,1,1,0,0,One year,1,Credit card (automatic),95.15,6770.85,71.15974776668418
5149-TGWDZ,0,Female,0,0,0,21,1,0,Fiber optic,No,Yes,1,1,1,1,One year,1,Mailed check,104.55,2239.4,21.41941654710665
5150-ITWWB,0,Male,1,0,0,3,1,1,Fiber optic,No,No,0,0,1,1,Month-to-month,1,Electronic check,94.85,335.75,3.539799683711123
5150-LJNSR,0,Male,0,1,1,31,1,1,Fiber optic,Yes,No,1,0,1,0,One year,0,Bank transfer (automatic),98.05,3082.1,31.433962264150942
5151-HQRDG,0,Male,0,1,0,37,1,1,DSL,Yes,No,0,0,0,0,Month-to-month,1,Mailed check,55.05,2030.75,36.88919164396004
5153-LXKDT,0,Male,0,1,1,68,1,1,Fiber optic,Yes,Yes,1,0,1,1,Two year,1,Electronic check,110.2,7467.5,67.76315789473684
5153-RTHKF,0,Female,0,0,0,34,1,1,Fiber optic,No,No,0,0,1,0,Month-to-month,0,Electronic check,85.35,2896.6,33.93790275336848
5154-VEKBL,1,Female,0,0,0,9,0,0,DSL,Yes,No,1,1,1,1,Month-to-month,0,Mailed check,58.5,539.85,9.22820512820513
5155-AZQPB,0,Female,0,1,1,28,1,1,DSL,No,No,0,0,0,0,Month-to-month,0,Mailed check,49.9,1410.25,28.261523046092186
5156-UMKOW,0,Female,0,0,1,3,0,0,DSL,No,Yes,0,0,0,0,Month-to-month,0,Mailed check,29.65,90.05,3.037099494097808
5158-RIVOP,0,Female,0,1,1,11,1,0,No,No,No,0,0,0,0,Two year,0,Credit card (automatic),20.9,202.3,9.679425837320576
5159-YFPKQ,1,Female,0,0,0,2,1,0,Fiber optic,No,No,1,0,0,0,Month-to-month,1,Electronic check,75.8,160.75,2.120712401055409
5160-UXJED,0,Male,0,0,1,17,1,0,DSL,No,No,0,0,0,0,One year,0,Mailed check,44.6,681.4,15.278026905829595
5161-UBZXI,0,Male,0,1,1,69,1,0,Fiber optic,Yes,Yes,0,1,1,1,Two year,1,Credit card (automatic),106.35,7261.75,68.28161730136343
5161-XEUVX,0,Male,0,1,0,37,1,1,Fiber optic,No,No,1,1,1,0,Two year,0,Mailed check,94.3,3460.95,36.70148462354189
5167-GBFRE,1,Male,1,0,0,4,0,0,DSL,No,No,0,0,0,0,Month-to-month,1,Bank transfer (automatic),25.2,102.5,4.067460317460317
5167-ZFFMM,1,Male,0,0,0,1,1,1,Fiber optic,No,Yes,0,0,0,1,Month-to-month,1,Credit card (automatic),90.85,90.85,1.0
5168-MQQCA,0,Female,0,1,0,72,1,1,Fiber optic,No,Yes,1,1,1,1,One year,1,Bank transfer (automatic),108.5,8003.8,73.76774193548387
5168-MSWXT,0,Male,0,1,1,8,1,0,Fiber optic,No,No,1,0,1,1,Month-to-month,1,Electronic check,94.75,759.55,8.016358839050131
5170-PTRKA,0,Female,0,1,1,49,0,0,DSL,Yes,No,0,1,0,0,One year,1,Credit card (automatic),35.8,1782.0,49.77653631284917
5171-EPLKN,0,Male,0,0,0,27,1,0,No,No,No,0,0,0,0,Two year,0,Credit card (automatic),19.85,470.0,23.677581863979846
5172-MIGPM,0,Male,0,0,0,4,1,1,DSL,No,No,0,1,0,1,Month-to-month,0,Mailed check,65.55,237.2,3.6186117467581997
5172-RKOCB,0,Male,0,1,0,72,1,1,Fiber optic,Yes,Yes,0,1,1,1,Two year,1,Credit card (automatic),108.95,7875.0,72.28086278109224
5173-WXOQV,0,Male,0,1,0,2,1,0,DSL,No,Yes,0,1,0,1,Month-to-month,1,Mailed check,64.2,143.65,2.237538940809969
5173-ZXXXL,0,Male,0,0,0,2,1,0,No,No,No,0,0,0,0,One year,0,Mailed check,19.95,47.7,2.3909774436090228
5174-ITUMV,0,Male,0,1,1,67,1,1,Fiber optic,No,Yes,1,0,1,1,One year,1,Electronic check,105.4,6989.45,66.31356736242884
5174-RNGBH,1,Female,0,0,0,9,1,0,DSL,No,Yes,0,1,1,0,Month-to-month,0,Mailed check,66.25,620.55,9.366792452830188
5175-AOBHI,1,Female,0,0,0,4,1,0,DSL,No,No,0,0,0,0,Month-to-month,1,Mailed check,46.0,193.6,4.208695652173913
5175-WLYXL,0,Male,0,0,0,22,1,1,Fiber optic,No,Yes,0,0,0,0,Month-to-month,1,Mailed check,78.85,1600.25,20.294863665187066
5176-LDKUH,0,Female,0,0,0,48,1,0,Fiber optic,No,Yes,0,0,0,0,One year,0,Electronic check,75.15,3772.65,50.20159680638722
5176-LMJXE,0,Female,0,0,0,47,1,0,No,No,No,0,0,0,0,Two year,1,Mailed check,20.55,945.7,46.01946472019465
5176-OLSKT,0,Female,0,1,0,66,1,1,DSL,Yes,Yes,1,0,0,0,Two year,0,Bank transfer (automatic),66.9,4370.25,65.32511210762331
5177-RVZNU,0,Female,0,0,1,37,1,0,No,No,No,0,0,0,0,One year,0,Bank transfer (automatic),20.3,755.4,37.21182266009852
5178-LMXOP,1,Male,1,1,0,1,1,1,Fiber optic,No,No,0,0,1,1,Month-to-month,1,Electronic check,95.1,95.1,1.0
5180-UCIIQ,1,Male,1,1,1,22,0,0,DSL,Yes,No,0,0,0,1,Month-to-month,0,Mailed check,40.05,880.2,21.97752808988764
5181-OABFK,0,Female,0,1,1,56,1,0,DSL,Yes,Yes,1,0,0,0,Two year,1,Credit card (automatic),61.3,3346.8,54.59706362153345
5183-KLYEM,0,Female,0,0,0,72,1,1,Fiber optic,Yes,Yes,1,1,1,1,Two year,1,Credit card (automatic),112.75,8192.6,72.66164079822617
5183-SNMJQ,0,Male,0,0,0,10,1,0,Fiber optic,No,No,0,1,1,1,Month-to-month,1,Credit card (automatic),95.1,865.1,9.096740273396426
5186-EJEGL,0,Male,0,0,0,9,1,0,DSL,Yes,No,1,1,1,0,Month-to-month,1,Mailed check,69.5,653.25,9.399280575539569
5186-PEIZU,0,Female,0,0,0,35,1,0,No,No,No,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.25,617.65,32.08571428571428
5186-SAMNZ,1,Male,1,0,0,1,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.5,69.5,1.0
5188-HGMLP,0,Male,1,1,0,54,1,1,Fiber optic,No,No,0,0,0,0,Month-to-month,0,Bank transfer (automatic),74.0,3919.15,52.961486486486486
5192-EBGOV,1,Female,1,0,0,1,1,1,Fiber optic,No,No,0,0,1,0,Month-to-month,1,Electronic check,85.7,85.7,1.0
5193-QLVZB,0,Male,0,0,0,63,1,1,Fiber optic,No,Yes,1,0,1,1,Two year,1,Bank transfer (automatic),104.75,6536.5,62.400954653937944
5195-KPUNQ,0,Female,1,0,0,53,1,0,Fiber optic,Yes,Yes,0,1,0,1,One year,1,Mailed check,96.75,5206.55,53.81447028423773
5196-SGOAK,1,Female,0,0,0,1,1,0,Fiber optic,No,Yes,0,0,0,0,Month-to-month,1,Electronic check,75.7,75.7,1.0
5196-WPYOW,0,Male,0,1,1,67,1,0,DSL,Yes,Yes,0,1,0,0,One year,0,Mailed check,60.05,3994.05,66.51207327227311
5197-LQXXH,0,Female,0,1,0,71,1,1,DSL,No,Yes,1,1,1,1,Two year,1,Credit card (automatic),83.3,5894.5,70.76230492196879
5197-PYEPU,0,Female,0,1,1,42,1,1,Fiber optic,Yes,Yes,0,0,1,0,One year,1,Credit card (automatic),94.45,3923.8,41.54367390153521
5197-YPYBZ,0,Female,0,1,1,12,1,1,No,No,No,0,0,0,0,Two year,0,Credit card (automatic),25.25,274.7,10.879207920792078
5198-EFNBM,0,Male,1,1,0,57,1,0,Fiber optic,No,Yes,1,0,1,0,One year,1,Electronic check,90.65,5199.8,57.36127964699393
5198-HQAEN,0,Male,0,1,1,35,1,0,Fiber optic,No,Yes,0,1,1,0,One year,1,Electronic check,89.7,3165.6,35.29096989966555
5199-FPUSP,0,Male,0,0,1,33,0,0,DSL,Yes,No,0,1,0,0,One year,0,Credit card (automatic),34.05,1113.95,32.715124816446405
5201-CBWYG,0,Male,0,1,1,62,1,1,No,No,No,0,0,0,0,One year,0,Bank transfer (automatic),24.8,1476.25,59.52620967741935
5201-FRKKS,0,Male,0,0,0,25,1,0,Fiber optic,Yes,No,0,0,0,0,Month-to-month,0,Bank transfer (automatic),74.3,1952.25,26.275235531628535
5201-USSQZ,0,Female,0,1,0,26,1,0,Fiber optic,No,No,0,1,0,1,Month-to-month,0,Credit card (automatic),85.9,2196.45,25.56984866123399
5202-IVJNU,1,Female,0,0,1,39,0,0,DSL,No,No,1,0,0,0,Month-to-month,0,Credit card (automatic),30.1,1131.3,37.58471760797342
5203-XEHAX,0,Female,0,0,0,34,1,0,DSL,Yes,Yes,0,0,0,1,One year,0,Electronic check,64.35,2053.05,31.90442890442891
5204-HMGYF,0,Female,0,1,1,49,1,0,DSL,Yes,Yes,1,1,1,1,One year,1,Mailed check,87.2,4345.0,49.82798165137614
5204-QZXPU,1,Male,0,0,0,19,0,0,DSL,No,No,1,0,1,0,Month-to-month,1,Electronic check,39.65,733.35,18.495586380832282
5206-HPJKM,0,Male,0,0,0,17,1,0,DSL,Yes,Yes,0,0,0,0,Month-to-month,1,Credit card (automatic),55.5,934.15,16.83153153153153
5206-XZZQI,0,Male,0,0,0,53,1,0,Fiber optic,No,Yes,0,1,0,0,Month-to-month,1,Mailed check,80.6,4348.1,53.946650124069485
5206-YQKMK,0,Female,0,0,0,25,1,1,No,No,No,0,0,0,0,Two year,0,Credit card (automatic),24.75,692.1,27.963636363636365
5207-PLSTK,0,Male,0,1,1,1,1,0,DSL,Yes,No,0,0,0,0,Month-to-month,1,Mailed check,48.75,48.75,1.0
5208-FVQKB,0,Male,0,1,0,70,1,0,DSL,Yes,Yes,0,1,0,1,Two year,0,Mailed check,67.95,4664.15,68.64091243561441
5208-HFSBT,1,Female,0,0,0,2,1,0,DSL,No,Yes,0,1,0,0,Month-to-month,1,Credit card (automatic),55.05,102.75,1.8664850136239783
5213-TWWJU,0,Male,0,0,0,28,1,0,Fiber optic,No,No,1,1,0,1,Month-to-month,0,Electronic check,91.0,2626.15,28.85879120879121
5214-CHIWJ,0,Male,0,0,0,27,1,0,No,No,No,0,0,0,0,One year,0,Mailed check,20.3,595.05,29.312807881773395
5214-NLTIT,0,Male,0,1,1,72,1,1,Fiber optic,No,No,1,0,0,1,Two year,1,Credit card (automatic),90.8,6511.8,71.71585903083701
5215-LNLDJ,0,Female,0,1,1,7,0,0,DSL,No,No,0,0,0,0,Month-to-month,1,Electronic check,24.7,149.05,6.034412955465588
5216-WASFJ,0,Female,1,1,0,31,1,1,Fiber optic,No,No,0,0,0,1,Month-to-month,1,Electronic check,84.85,2633.4,31.035945786682383
5219-YIPTK,1,Female,0,1,0,33,1,1,Fiber optic,No,Yes,1,0,1,1,Month-to-month,1,Electronic check,104.4,3409.6,32.65900383141762
5220-AGAAX,0,Male,0,1,1,68,1,1,No,No,No,0,0,0,0,Two year,1,Bank transfer (automatic),24.0,1664.3,69.34583333333333
5222-IMUKT,0,Male,0,0,0,32,1,0,Fiber optic,No,No,0,0,1,1,Month-to-month,0,Electronic check,91.05,2871.5,31.537616694124107
5222-JCXZT,0,Male,0,0,0,4,1,0,No,No,No,0,0,0,0,Month-to-month,0,Mailed check,19.0,78.9,4.152631578947369
5223-UZAVK,0,Male,0,0,0,64,1,0,Fiber optic,Yes,Yes,0,0,1,1,One year,1,Credit card (automatic),100.3,6603.8,65.84047856430708
5226-NOZFC,0,Male,0,0,0,26,1,0,Fiber optic,No,Yes,0,0,1,0,Month-to-month,1,Electronic check,85.75,2146.5,25.03206997084548
5227-JSCFE,0,Male,1,1,0,71,0,0,DSL,Yes,Yes,1,1,0,0,Two year,0,Credit card (automatic),46.35,3353.4,72.3495145631068
5228-EXCET,1,Male,0,0,0,13,1,0,Fiber optic,No,No,0,0,0,1,Month-to-month,1,Electronic check,80.85,1008.7,12.476190476190478
5229-DTFYB,0,Female,0,0,0,41,1,0,Fiber optic,No,Yes,0,1,1,1,Two year,1,Bank transfer (automatic),98.8,3959.15,40.07236842105264
5229-PRWKT,1,Male,0,0,0,8,1,1,Fiber optic,No,No,0,0,0,1,Month-to-month,1,Electronic check,86.55,649.65,7.506065857885615
5231-FIQPA,0,Female,0,0,0,41,1,0,No,No,No,0,0,0,0,Two year,1,Mailed check,19.85,810.45,40.8287153652393
5232-NXPAY,0,Female,0,0,0,47,1,0,DSL,No,No,1,1,1,1,Two year,0,Mailed check,74.45,3510.3,47.14976494291471
5233-AOZUF,0,Female,0,1,0,29,1,1,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Electronic check,74.95,2149.05,28.673115410273518
5233-GEEAX,1,Male,1,0,0,8,0,0,DSL,No,No,1,0,0,0,Month-to-month,1,Electronic check,29.4,221.9,7.547619047619048
5235-XATIX,0,Male,0,0,1,22,1,0,Fiber optic,No,Yes,1,0,1,0,Month-to-month,1,Electronic check,89.4,2001.5,22.38814317673378
5236-PERKL,1,Female,0,0,0,57,1,1,Fiber optic,Yes,Yes,1,0,1,1,Two year,1,Bank transfer (automatic),112.95,6465.0,57.23771580345285
5236-XMZJY,0,Female,0,0,0,42,1,0,DSL,Yes,Yes,1,0,0,0,Month-to-month,0,Bank transfer (automatic),59.65,2536.55,42.52388935456832
5240-CAOYT,0,Female,0,0,0,57,1,1,Fiber optic,Yes,Yes,0,1,0,0,Month-to-month,1,Bank transfer (automatic),87.55,4884.85,55.79497430039978
5240-IJOQT,1,Male,1,0,0,1,1,1,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Electronic check,74.7,74.7,1.0
5242-UOWHD,0,Male,0,1,1,45,1,0,No,No,No,0,0,0,0,Two year,0,Mailed check,20.35,929.2,45.66093366093366
5243-NIEIT,0,Male,0,1,0,14,1,1,Fiber optic,No,No,0,0,0,1,Month-to-month,1,Electronic check,85.15,1139.2,13.37874339401057
5243-SAOTC,0,Male,0,0,0,54,1,1,Fiber optic,No,Yes,0,0,0,0,Month-to-month,1,Bank transfer (automatic),79.85,4308.25,53.9542892924233
5244-IRFIH,1,Male,1,1,0,33,1,1,Fiber optic,No,No,0,0,1,1,Month-to-month,1,Electronic check,94.5,3105.55,32.86296296296297
5245-VDBUR,0,Female,0,1,0,52,0,0,DSL,Yes,No,1,0,0,0,One year,0,Mailed check,35.45,1958.95,55.25952045133991
5248-KWLAR,0,Male,0,1,1,71,1,1,DSL,Yes,Yes,1,1,1,1,Two year,0,Electronic check,90.35,6325.25,70.00830105146652
5248-RPYWW,0,Female,1,1,1,72,1,1,DSL,Yes,Yes,1,1,1,1,Two year,1,Bank transfer (automatic),90.15,6716.45,74.50305047143648
5248-YGIJN,0,Male,0,1,0,72,1,1,DSL,Yes,Yes,1,1,1,1,Two year,1,Credit card (automatic),90.25,6369.45,70.57562326869805
5249-QYHEX,0,Female,0,1,1,40,1,1,No,No,No,0,0,0,0,Two year,1,Mailed check,24.8,1024.7,41.318548387096776
5256-SKJGO,0,Female,0,1,1,64,0,0,DSL,No,Yes,0,1,1,1,Two year,1,Electronic check,54.6,3423.5,62.7014652014652
5260-UMPWX,0,Female,0,1,1,26,1,0,No,No,No,0,0,0,0,Month-to-month,1,Credit card (automatic),20.25,493.95,24.392592592592592
5261-QSHQM,1,Female,0,0,0,4,0,0,DSL,No,No,0,0,0,0,Month-to-month,1,Electronic check,24.45,86.6,3.541922290388548
5264-IWHMU,0,Male,0,0,0,1,1,0,DSL,No,No,0,1,0,0,Month-to-month,0,Mailed check,49.05,49.05,1.0
5266-PFRQK,0,Male,0,1,1,52,1,0,No,No,No,0,0,0,0,One year,1,Credit card (automatic),20.85,1071.6,51.3956834532374
5268-DSMNQ,0,Female,1,1,0,62,1,1,Fiber optic,No,Yes,1,0,1,0,One year,1,Credit card (automatic),97.95,5936.55,60.60796324655436
5269-NRGDP,0,Male,0,1,1,42,1,0,DSL,No,No,1,1,1,1,One year,0,Electronic check,73.15,3088.25,42.21804511278195
5271-DBYSJ,0,Male,1,0,0,11,1,0,Fiber optic,No,No,0,0,0,1,Month-to-month,1,Credit card (automatic),79.15,827.7,10.457359444093493
5271-YNWVR,1,Male,0,1,1,68,1,1,Fiber optic,Yes,Yes,1,1,1,1,Two year,1,Electronic check,113.15,7856.0,69.42996022978348
5274-XHAKY,0,Female,0,1,1,41,1,1,Fiber optic,Yes,Yes,0,0,1,0,Month-to-month,1,Bank transfer (automatic),94.3,3893.6,41.28950159066808
5275-PMFUT,0,Male,0,1,1,72,0,0,DSL,Yes,Yes,1,1,1,1,Two year,1,Credit card (automatic),64.8,4719.75,72.83564814814815
5275-SQEIZ,1,Male,0,0,0,1,1,0,Fiber optic,No,No,0,0,0,1,Month-to-month,1,Mailed check,80.85,80.85,1.0
5276-KQWHG,1,Female,1,0,0,2,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Electronic check,69.6,131.65,1.8915229885057474
5277-ZLOOR,1,Female,1,0,0,2,1,1,Fiber optic,No,No,0,0,1,0,Month-to-month,1,Electronic check,85.55,187.45,2.1911163062536527
5278-PNYOX,0,Female,0,0,0,49,1,0,Fiber optic,No,No,1,1,1,1,Two year,0,Credit card (automatic),100.65,4917.75,48.85991058122205
5281-BUZGT,1,Male,1,0,0,36,1,1,Fiber optic,Yes,No,0,0,1,0,Month-to-month,1,Electronic check,90.85,3186.7,35.07649972482113
5285-MVEHD,0,Female,0,1,0,56,1,0,Fiber optic,Yes,Yes,1,0,1,1,One year,1,Credit card (automatic),105.6,6068.65,57.468276515151516
5285-TWCNP,0,Female,1,0,0,70,1,1,DSL,No,Yes,1,1,1,0,Two year,1,Bank transfer (automatic),75.5,5212.65,69.04172185430463
